0	1	2	3	4	5	6	7	8	pred
0.4022222222222222	-0.11999998241662979	-0.18	-0.18	0.11111108958721161	0.2644444444444445	0.18	0.09999998658895493	-0.09810629487037659	0
-0.18	-0.09999998658895493	-0.18	0.2911111111111111	-0.18	0.04222222222222222	-0.18	0.18	0.4866666666666665	0
1.068888888888889	0.3755555555555557	0.7088888888888889	-0.06888888888888889	1.18	0.3755555555555556	-0.06888888888888889	0.7088888888888889	0.8200000000000001	1
0.7355555555555555	0.8200000000000001	-0.068888888888889	0.8177779316902161	1.18	-0.06888888888888889	0.48666666666666675	0.597777777777778	0.8200000000000001	1
-0.06888888888888889	0.04222222222222222	0.1533333333333332	0.5133333333333333	0.2911111111111111	0.2644444444444445	-0.06888888888888889	0.2644444444444444	0.18	1
-0.18	0.030827512964606285	0.0071142688393592834	0.019999999552965164	-0.08999998867511749	0.06715203821659088	-0.07999999076128006	0.04222222222222222	0.018582630902528763	0
0.18	-0.06456433981657028	-0.18	-0.18	0.0011111050844192505	0.2644444444444445	0.06999999284744263	0.13999998569488525	-0.06734311580657959	0
0.06222222000360489	0.13111108541488647	0.14998021721839905	0.10600719600915909	0.043099455535411835	0.18	0.10563988983631134	0.15996533632278442	0.03335171937942505	1
0.2644444444444445	0.18	0.18	0.19222232699394226	0.15333333333333332	0.18	0.16220153868198395	0.2911111111111111	0.07999999076128006	1
0.9577777777777778	0.8200000000000001	0.9577777777777776	0.9577777777777778	0.5133333333333333	0.597777777777778	0.48666666666666675	0.48666666666666664	-0.18	1
1.18	0.597777777777778	0.5977777777777777	0.15333333333333332	1.18	0.8200000000000001	0.9577777777777778	-0.18	-0.18	0
0.2644444444444445	0.18	0.2996833026409149	0.10999998450279236	0.02674092911183834	0.18	0.16019980609416962	0.18	0.10999998450279236	1
1.18	0.3755555555555557	0.1533333333333332	-0.18	0.4022222222222222	0.15333333333333332	0.04222222222222222	-0.06888888888888889	0.042222222222222106	0
0.4022222222222222	0.8200000000000001	0.7966663837432861	0.9577777777777778	0.6244444444444444	0.597777777777778	0.8466666666666667	0.15333333333333332	-0.18	1
0.052222222089767456	0.11097584664821625	0.11475680768489838	0.08854693174362183	0.02630835585296154	0.18	0.08884667605161667	0.13999998569488525	0.029999999329447746	1
0.06125975400209427	0.1268101930618286	0.13261863589286804	0.09835417568683624	0.03241337835788727	0.17000000178813934	0.08276291936635971	0.14184264838695526	0.04999999701976776	1
0.2644444444444445	0.18	0.18	0.16523273289203644	0.04934321343898773	0.2911111111111111	0.15325415134429932	0.18	0.10999998450279236	1
-0.0345725491642952	-0.06999999284744263	-0.09027634561061859	-0.05319534242153168	-0.007820956408977509	-0.09099029749631882	-0.04888889193534851	-0.0949220061302185	-0.02136906050145626	1
1.18	0.15333333333333332	0.1533333333333332	0.3755555555555556	-0.06888888888888889	0.8200000000000001	-0.06888888888888889	0.04222222222222222	-0.18	1
1.18	0.8200000000000001	0.8200000000000001	0.3755555555555556	0.9577777777777776	0.15333333333333332	0.9577777777777778	0.2644444444444444	-0.18	0
1.068888888888889	0.7088888888888889	0.8200000000000001	0.04222222222222222	0.7355555555555555	0.8200000000000001	0.6066665649414062	0.8200000000000001	0.3755555555555555	1
0.9577777777777778	0.04222222222222222	0.5977777777777777	0.04222222222222222	0.5133333333333333	0.7088888888888889	0.9577777777777778	0.7088888888888889	0.6912286281585693	1
0.2644444444444445	0.9900001287460327	1.18	1.18	0.7355555555555555	0.8200000000000001	0.7355555555555555	0.2644444444444444	-0.068888888888889	1
0.050499431788921356	0.10999998450279236	0.10891732573509216	0.08901162445545197	0.021995430812239647	0.18	0.07432037591934204	0.12847203016281128	0.029999999329447746	1
0.4022222222222222	0.04222222222222222	0.3755555555555555	0.15333333333333332	0.6244444444444444	0.597777777777778	0.5133333333333333	0.15333333333333332	-0.18	1
1.18	0.2644444444444445	0.8200000000000001	0.04222222222222222	0.6244444444444444	0.597777777777778	0.8466666666666667	0.597777777777778	0.042222222222222106	1
1.18	0.597777777777778	0.8200000000000001	-0.18	0.4022222222222222	0.8200000000000001	0.6244444444444445	-0.18	-0.18	1
-0.18	0.026465553790330887	0.042222222222222106	0.009999999776482582	-0.048596762120723724	0.051233336329460144	-0.05538148432970047	0.003247501328587532	0.013009639456868172	0
0.0534382164478302	0.10999998450279236	0.1191568449139595	0.09672034531831741	0.025500861927866936	0.1615513414144516	0.0827561691403389	0.12066777795553207	0.03327612578868866	1
0.8466666666666667	-0.06888888888888889	0.1533333333333332	-0.18	0.30162471532821655	0.15333333333333332	0.30222222208976746	0.04222222222222222	-0.18	0
0.9577777777777778	0.3755555555555557	0.1533333333333332	0.04222222222222222	0.6244444444444444	0.7088888888888889	0.04222222222222222	-0.18	-0.18	1
0.0031362492591142654	-0.04999999701976776	-0.08318159729242325	0.08853676915168762	0.06715542078018188	0.18	-0.018888894468545914	-0.17000000178813934	-0.029999999329447746	1
1.18	0.8200000000000001	0.8200000000000001	1.18	1.18	0.8200000000000001	0.15333333333333332	0.8200000000000001	1.18	1
0.9577777777777778	0.48666666666666675	0.5977777777777777	0.8466666666666667	0.6244444444444444	0.2644444444444445	0.2644444444444445	0.8200000000000001	0.291111111111111	1
0.597777777777778	0.2911111111111111	0.5133333333333332	0.11999998241662979	0.2644444444444444	0.18	0.29736489057540894	0.5133333333333333	0.5133333333333332	1
0.6244444444444445	0.15333333333333332	0.1533333333333332	0.2644444444444444	0.8466666666666667	0.8200000000000001	0.4022222222222222	-0.06888888888888889	-0.18	1
0.15333333333333332	-0.10999998450279236	0.06999999284744263	-0.03951176255941391	0.03971902281045914	0.18	-0.04340479522943497	-0.18	0.18	1
0.7355555555555555	0.3755555555555557	0.4866666666666665	1.18	0.4022222222222222	0.8200000000000001	0.9577777777777778	0.8900002241134644	0.291111111111111	1
0.07353027164936066	0.15458007156848907	0.15419916808605194	0.1599999964237213	0.053109586238861084	0.28222233057022095	0.10016641765832901	0.14786869287490845	0.05434410274028778	1
1.18	0.15333333333333332	0.042222222222222106	0.8200000000000001	0.04222222222222222	0.8200000000000001	0.8466666666666667	-0.18	-0.068888888888889	1
0.8466666666666667	0.597777777777778	0.4866666666666665	0.3755555555555556	0.5133333333333333	0.04222222222222222	0.9577777777777778	0.597777777777778	0.1533333333333332	1
0.0525001659989357	0.11169207096099854	0.12553322315216064	0.10999998450279236	0.040136076509952545	0.18	0.08140235394239426	0.14999999105930328	0.034291476011276245	1
0.7088888888888889	0.6244444444444445	0.6244444444444444	0.2911111111111111	0.006471417844295502	0.2911111111111111	0.44011104106903076	0.18	0.18	1
0.8466666666666667	0.3755555555555557	0.1533333333333332	0.5977777777777777	1.18	0.8200000000000001	1.0688888888888888	0.2644444444444444	0.12222229689359665	1
0.3755555555555556	0.25111114978790283	0.4022222222222221	0.14999999105930328	0.022587982937693596	0.18	0.18	0.18	0.07999999076128006	1
0.020602304488420486	0.12999998033046722	0.15269218385219574	-0.01690072938799858	-0.029926566407084465	-0.10999998450279236	0.07222221791744232	0.2911111111111111	0.019999999552965164	1
0.4022222222222222	-0.05686641484498978	-0.068888888888889	-0.18	0.19404661655426025	0.04222222222222222	0.25111114978790283	-0.009985292330384254	-0.0758938267827034	0
0.2644444444444445	0.2911111111111111	0.2899855077266693	0.08999998867511749	0.007246874272823334	0.18	0.17252850532531738	0.18	0.18	1
0.9577777777777778	0.8200000000000001	0.8200000000000001	0.8200000000000001	0.9577777777777776	0.8200000000000001	1.18	0.48666666666666664	0.042222222222222106	1
0.7355555555555555	0.9800001382827759	1.0499998331069946	1.18	0.15333333333333332	0.8200000000000001	0.8466666666666667	0.8200000000000001	-0.18	1
0.9577777777777778	0.2644444444444445	0.3755555555555555	-0.06888888888888889	0.4022222222222222	0.8200000000000001	0.7355555555555555	0.3755555555555556	-0.18	1
0.2644444444444445	0.019999999552965164	-0.04999999701976776	0.2911111111111111	0.13537073135375977	0.2911111111111111	0.04222222222222222	-0.17000000178813934	-0.1599999964237213	1
0.2644444444444445	0.34222227334976196	0.2834651470184326	0.11966212838888168	-0.002330036833882332	0.18	0.1972210705280304	0.18	0.18	1
1.18	0.2644444444444445	0.5977777777777777	1.18	0.04222222222222222	0.8200000000000001	0.2644444444444445	-0.18	0.042222222222222106	1
0.15333333333333332	0.597777777777778	0.6277781128883362	0.2644444444444444	0.5133333333333333	0.2644444444444445	1.18	0.15333333333333332	-0.18	1
0.9577777777777778	0.8200000000000001	0.8200000000000001	1.18	0.7355555555555555	0.8200000000000001	1.18	0.8200000000000001	1.18	1
0.2644444444444445	0.2911111111111111	0.291111111111111	0.17368614673614502	0.04508744925260544	0.2911111111111111	0.18155013024806976	0.2911111111111111	0.15200094878673553	1
0.48666666666666675	0.5133333333333333	0.6417989730834961	0.3081664443016052	0.3755555555555556	0.18	0.3425684869289398	0.4022222222222222	0.18	1
1.18	0.7088888888888889	0.5977777777777777	0.48666666666666664	0.7355555555555555	0.15333333333333332	0.48666666666666675	0.8200000000000001	0.042222222222222106	1
0.2644444444444445	0.11714237183332443	0.3522222638130188	0.059999994933605194	0.005099527537822723	0.18	0.13162468373775482	0.18	0.18	1
0.2644444444444445	0.18	0.18	0.4255558252334595	0.09067180752754211	0.18	0.20111112296581268	0.18	-0.11999998241662979	1
0.11159661412239075	0.18	0.18	0.18	0.01788284070789814	0.2911111111111111	0.5166670083999634	0.18	0.08999998867511749	1
0.2644444444444445	0.2911111111111111	0.18	0.10999998450279236	0.019147250801324844	0.18	0.17507001757621765	0.18	0.17000000178813934	1
0.6244444444444445	0.48666666666666675	1.0688888888888888	0.9577777777777778	0.7355555555555555	0.8200000000000001	0.9577777777777778	0.8200000000000001	-0.18	1
0.5133333333333333	0.15333333333333332	-0.068888888888889	-0.18	0.1711111068725586	0.2644444444444445	0.0011111050844192505	0.03999999910593033	-0.068888888888889	0
0.13232555985450745	0.2911111111111111	0.291111111111111	0.18	-0.01154233142733574	0.18	0.48666666666666675	0.18	0.18	1
0.6244444444444445	-0.06693805754184723	0.042222222222222106	0.04222222222222222	0.10111109167337418	-0.06888888888888889	0.021111104637384415	0.04222222222222222	-0.03999999910593033	0
1.18	0.597777777777778	0.4866666666666665	0.15333333333333332	0.4022222222222222	0.8200000000000001	0.8466666666666667	0.7088888888888889	-0.18	1
1.18	0.3755555555555557	0.3755555555555555	-0.06888888888888889	0.5133333333333333	0.8200000000000001	1.0688888888888888	0.48666666666666664	-0.18	1
0.2644444444444445	0.18	0.3538215756416321	0.07823646068572998	0.010000491514801979	0.18	0.17052002251148224	0.2911111111111111	0.18	1
0.04222222417593002	0.08272870630025864	0.08999998867511749	0.06999999284744263	0.024724503979086876	0.14999999105930328	0.052222222089767456	0.0853954553604126	0.019999999552965164	1
0.6244444444444445	0.15333333333333332	0.7355555555555555	0.3755555555555556	0.5133333333333333	0.8200000000000001	0.15333333333333332	0.04222222222222222	-0.18	1
1.068888888888889	0.8200000000000001	0.8200000000000001	-0.18	1.18	0.597777777777778	0.04222222222222222	0.04222222222222222	-0.18	0
-0.18	-0.13999998569488525	-0.18	-0.18	0.061111100018024445	0.2644444444444445	0.5044445395469666	0.06999999284744263	-0.04786807298660278	0
0.18	0.04222222222222222	0.009999999776482582	-0.06589926779270172	0.22537283599376678	-0.0922641009092331	0.18111111223697662	-0.058888889849185944	-0.03599957376718521	0
0.9577777777777778	0.48666666666666675	0.2644444444444444	1.18	0.8466666666666667	0.7088888888888889	0.2644444444444445	0.2644444444444444	0.5133333333333332	1
0.9577777777777778	0.8200000000000001	0.8200000000000001	0.5977777777777777	0.8466666666666667	0.8200000000000001	1.0688888888888888	0.48666666666666664	-0.18	1
0.6244444444444445	0.597777777777778	0.4866666666666665	0.48666666666666664	1.18	0.8200000000000001	0.2644444444444445	0.48666666666666664	-0.18	1
1.068888888888889	0.15333333333333332	0.2644444444444444	1.18	0.7355555555555555	0.8200000000000001	0.15333333333333332	0.597777777777778	0.18	1
0.2644444444444445	0.18	0.18	0.18	0.06690284609794617	0.2911111111111111	0.17111235857009888	0.31222230195999146	0.09877810627222061	1
0.6244444444444445	0.2644444444444445	0.2644444444444444	-0.06888888888888889	0.6244444444444444	0.8200000000000001	0.5133333333333333	0.04222222222222222	-0.18	1
