0	1	2	3	pred
6.099999904632568	3.0999999046325684	4.700000286102295	-0.10000000149011612	1
4.5	3.299999952316284	1.5	0.10000000149011612	0
4.5	3.1999998092651367	1.600000023841858	0.10000000149011612	0
6.799999713897705	3.1999998092651367	5.5	-0.10000000149011612	1
6.5	2.799999952316284	5.200000286102295	-0.10000000149011612	1
7.699999809265137	3.0999999046325684	6.5	-0.10000000149011612	1
6.599999904632568	3.0999999046325684	5.700000286102295	-0.10000000149011612	1
5.0	3.8999998569488525	2.0	0.10000000149011612	0
6.400000095367432	3.3999998569488525	5.900000095367432	-0.10000000149011612	1
5.900000095367432	2.799999952316284	5.0	-0.10000000149011612	1
4.800000190734863	3.1999998092651367	1.600000023841858	0.10000000149011612	0
4.800000190734863	3.1999998092651367	1.600000023841858	0.10000000149011612	0
4.700000286102295	3.0999999046325684	1.5	0.10000000149011612	0
5.0	3.3999998569488525	1.8000000715255737	0.10000000149011612	0
6.400000095367432	3.5	5.5	-0.10000000149011612	1
7.799999713897705	2.6999998092651367	6.800000190734863	-0.10000000149011612	1
5.0	3.5	1.600000023841858	0.10000000149011612	0
5.0	3.799999952316284	1.600000023841858	0.10000000149011612	0
5.400000095367432	3.5999999046325684	1.399999976158142	0.10000000149011612	0
5.0	3.8999998569488525	1.600000023841858	0.10000000149011612	0
7.0	3.1999998092651367	5.300000190734863	-0.10000000149011612	1
6.0	3.0999999046325684	5.0	-0.10000000149011612	1
5.0	3.8999998569488525	1.7000000476837158	0.10000000149011612	0
8.0	3.8999998569488525	6.300000190734863	-0.10000000149011612	1
4.700000286102295	3.3000001907348633	2.0	0.10000000149011612	0
7.799999713897705	3.0999999046325684	6.0	-0.10000000149011612	1
6.5	3.299999952316284	5.200000286102295	-0.10000000149011612	1
4.5	3.5	1.5	0.10000000149011612	0
5.0	3.5999999046325684	1.5	0.10000000149011612	0
7.799999713897705	3.8999998569488525	6.599999904632568	-0.10000000149011612	1
