0	1	2	3	pred
6.18	3.18	0.18	1.62	1
4.779999999999999	3.02	-0.18	0.38	0
4.779999999999999	2.92	-0.18	0.38	0
6.88	3.2800000000000002	0.18	2.2199999999999998	1
6.58	2.8800000000000003	0.18	1.72	1
7.779999999999999	3.18	0.18	1.9200000000000002	1
6.68	3.18	0.18	2.02	1
5.279999999999999	3.6199999999999997	-0.18	0.5800000000000001	0
6.4799999999999995	3.48	0.18	2.32	1
5.9799999999999995	2.8800000000000003	0.18	1.72	1
5.08	2.92	-0.18	0.28	0
5.08	2.92	-0.18	0.28	0
4.9799999999999995	2.82	-0.18	0.28	0
5.279999999999999	3.1199999999999997	-0.18	0.6799999999999999	0
6.4799999999999995	3.58	0.18	2.2199999999999998	1
7.88	2.7800000000000002	0.18	2.1199999999999997	1
5.279999999999999	3.2199999999999998	-0.18	0.38	0
5.279999999999999	3.52	-0.18	0.5800000000000001	0
5.68	3.32	-0.18	0.38	0
5.279999999999999	3.6199999999999997	-0.18	0.48	0
7.08	3.2800000000000002	0.18	1.9200000000000002	1
6.08	3.18	0.18	1.62	1
5.279999999999999	3.6199999999999997	-0.18	0.38	0
8.08	3.98	0.18	1.82	1
4.9799999999999995	3.2199999999999998	-0.18	0.38	0
7.88	3.18	0.18	2.1199999999999997	1
6.58	3.3800000000000003	0.18	2.1199999999999997	1
4.779999999999999	3.2199999999999998	-0.18	0.48	0
5.279999999999999	3.32	-0.18	0.38	0
7.88	3.98	0.18	2.02	1
