0	1	2	3	pred
6.179999828338623	3.180000066757202	0.18000000715255737	1.619999885559082	1
4.779999732971191	3.0199999809265137	-0.18000000715255737	0.3799999952316284	0
4.779999732971191	2.919999837875366	-0.18000000715255737	0.3799999952316284	0
6.87999963760376	3.2799999713897705	0.18000000715255737	2.2200000286102295	1
6.579999923706055	2.880000114440918	0.18000000715255737	1.7200000286102295	1
7.779999732971191	3.180000066757202	0.18000000715255737	1.9199998378753662	1
6.679999828338623	3.180000066757202	0.18000000715255737	2.0199999809265137	1
5.279999732971191	3.619999885559082	-0.18000000715255737	0.5800000429153442	0
6.480000019073486	3.4800000190734863	0.18000000715255737	2.319999933242798	1
5.980000019073486	2.880000114440918	0.18000000715255737	1.7200000286102295	1
5.079999923706055	2.919999837875366	-0.18000000715255737	0.2800000011920929	0
5.079999923706055	2.919999837875366	-0.18000000715255737	0.2800000011920929	0
4.980000019073486	2.819999933242798	-0.18000000715255737	0.2800000011920929	0
5.279999732971191	3.119999885559082	-0.18000000715255737	0.6800000071525574	0
6.480000019073486	3.580000162124634	0.18000000715255737	2.2200000286102295	1
7.87999963760376	2.7799999713897705	0.18000000715255737	2.119999885559082	1
5.279999732971191	3.2200000286102295	-0.18000000715255737	0.3799999952316284	0
5.279999732971191	3.5199999809265137	-0.18000000715255737	0.5800000429153442	0
5.679999828338623	3.319999933242798	-0.18000000715255737	0.3799999952316284	0
5.279999732971191	3.619999885559082	-0.18000000715255737	0.48000001907348633	0
7.079999923706055	3.2799999713897705	0.18000000715255737	1.9199998378753662	1
6.079999923706055	3.180000066757202	0.18000000715255737	1.619999885559082	1
5.279999732971191	3.619999885559082	-0.18000000715255737	0.3799999952316284	0
8.079999923706055	3.9800000190734863	0.18000000715255737	1.8199999332427979	1
4.980000019073486	3.2200000286102295	-0.18000000715255737	0.3799999952316284	0
7.87999963760376	3.180000066757202	0.18000000715255737	2.119999885559082	1
6.579999923706055	3.380000114440918	0.18000000715255737	2.119999885559082	1
4.779999732971191	3.2200000286102295	-0.18000000715255737	0.48000001907348633	0
5.279999732971191	3.319999933242798	-0.18000000715255737	0.3799999952316284	0
7.87999963760376	3.9800000190734863	0.18000000715255737	2.0199999809265137	1
