0	1	2	3	pred
6.5	3.5	4.300000190734863	-0.5	1
4.099999904632568	3.700000047683716	1.899999976158142	0.5	1
4.099999904632568	3.5999999046325684	2.0	0.5	1
7.199999809265137	3.5999999046325684	5.099999904632568	-0.5	1
6.900000095367432	3.200000047683716	4.800000190734863	-0.5	1
8.100000381469727	3.5	6.099999904632568	-0.5	1
7.0	3.5	5.300000190734863	-0.5	1
4.599999904632568	4.300000190734863	2.4000000953674316	0.5	1
6.800000190734863	3.799999952316284	5.5	-0.5	1
6.300000190734863	3.200000047683716	4.599999904632568	-0.5	1
4.400000095367432	3.5999999046325684	2.0	0.5	1
4.400000095367432	3.5999999046325684	2.0	0.5	1
4.300000190734863	3.5	1.899999976158142	0.5	1
4.599999904632568	3.799999952316284	2.200000047683716	0.5	1
6.800000190734863	3.9000000953674316	5.099999904632568	-0.5	1
8.199999809265137	3.0999999046325684	6.400000095367432	-0.5	1
4.599999904632568	3.9000000953674316	2.0	0.5	1
4.599999904632568	4.199999809265137	2.0	0.5	1
5.0	4.0	1.7999999523162842	0.5	0
4.599999904632568	4.300000190734863	2.0	0.5	1
7.400000095367432	3.5999999046325684	4.900000095367432	-0.5	1
6.400000095367432	3.5	4.599999904632568	-0.5	1
4.599999904632568	4.300000190734863	2.0999999046325684	0.5	1
8.399999618530273	4.300000190734863	5.900000095367432	-0.5	1
4.300000190734863	2.9000000953674316	2.4000000953674316	0.5	1
8.199999809265137	3.5	5.599999904632568	-0.5	1
6.900000095367432	3.700000047683716	4.800000190734863	-0.5	1
4.099999904632568	3.9000000953674316	1.899999976158142	0.5	1
4.599999904632568	4.0	1.899999976158142	0.5	1
8.199999809265137	4.300000190734863	6.199999809265137	-0.5	1
