0	1	2	3	pred
6.699999809265137	3.700000047683716	4.100000381469727	-0.699999988079071	1
3.8999998569488525	3.9000000953674316	2.0999999046325684	0.699999988079071	1
3.8999998569488525	3.799999952316284	2.200000047683716	0.699999988079071	1
7.399999618530273	3.799999952316284	4.900000095367432	-0.699999988079071	1
7.099999904632568	3.4000000953674316	4.600000381469727	-0.699999988079071	1
8.300000190734863	3.700000047683716	5.900000095367432	-0.699999988079071	1
7.199999809265137	3.700000047683716	5.100000381469727	-0.699999988079071	1
4.400000095367432	4.5	2.5999999046325684	0.699999988079071	1
7.0	4.0	5.300000190734863	-0.699999988079071	1
6.5	3.4000000953674316	4.400000095367432	-0.699999988079071	1
4.200000286102295	3.799999952316284	2.200000047683716	0.699999988079071	1
4.200000286102295	3.799999952316284	2.200000047683716	0.699999988079071	1
4.100000381469727	3.700000047683716	2.0999999046325684	0.699999988079071	1
4.400000095367432	4.0	2.4000000953674316	0.699999988079071	1
7.0	4.099999904632568	4.900000095367432	-0.699999988079071	1
8.399999618530273	3.299999952316284	6.200000286102295	-0.699999988079071	1
4.400000095367432	4.099999904632568	2.200000047683716	0.699999988079071	1
4.400000095367432	4.400000095367432	2.200000047683716	0.699999988079071	1
4.800000190734863	4.199999809265137	2.0	0.699999988079071	1
4.400000095367432	4.5	2.200000047683716	0.699999988079071	1
7.599999904632568	3.799999952316284	4.700000286102295	-0.699999988079071	1
6.599999904632568	3.700000047683716	4.400000095367432	-0.699999988079071	1
4.400000095367432	4.5	2.299999952316284	0.699999988079071	1
8.600000381469727	4.5	5.700000286102295	-0.699999988079071	1
4.100000381469727	2.700000047683716	2.5999999046325684	0.699999988079071	1
8.399999618530273	3.700000047683716	5.400000095367432	-0.699999988079071	1
7.099999904632568	3.9000000953674316	4.600000381469727	-0.699999988079071	1
3.8999998569488525	4.099999904632568	2.0999999046325684	0.699999988079071	1
4.400000095367432	4.199999809265137	2.0999999046325684	0.699999988079071	1
8.399999618530273	4.5	6.0	-0.699999988079071	1
