0	1	2	3	pred
6.9	3.1284937858581543	4.8498334884643555	-0.9	1
4.203046798706055	2.3000000000000003	2.3	0.175645112991333	1
3.6999999999999997	3.3974180221557617	1.0599417686462402	0.47449564933776855	0
7.444399356842041	3.0974457263946533	4.699999999999999	-0.9	1
6.877052307128906	2.703997850418091	5.116863250732422	0.2762383818626404	1
8.277971267700195	3.1543052196502686	5.895679473876953	-0.4350782036781311	1
6.988405227661133	2.9272396564483643	5.269104957580566	0.09884356707334518	1
4.199999999999999	3.0268287658691406	2.8	0.9	1
6.665733814239502	4.2	6.17681360244751	0.41952216625213623	1
6.7	3.6	4.8318305015563965	0.2693418264389038	1
4.601548671722412	3.8600001335144043	2.4	0.04134375602006912	1
4.577352523803711	3.0945584774017334	1.1360501050949097	0.7009000182151794	0
4.657165050506592	2.3988850116729736	2.2536864280700684	0.8892132639884949	1
5.131044387817383	2.6838529109954834	2.0426530838012695	0.8515353202819824	1
5.945535659790039	3.653179883956909	5.487835884094238	-0.1626209020614624	1
7.781924724578857	2.9219884872436523	6.077209949493408	-0.4741325080394745	1
5.447145462036133	3.657569646835327	1.217922568321228	0.9	0
4.199999999999999	3.9181950092315674	1.859503984451294	-0.24979232251644135	0
5.056616306304932	2.7123117446899414	2.2	0.096969373524189	1
5.467630386352539	4.7	1.3187280893325806	-0.29618167877197266	0
7.159873962402344	2.6414639949798584	5.6998090744018555	-0.045760512351989746	1
6.800000000000001	2.6077017784118652	4.469236373901367	0.17026978731155396	1
4.249298572540283	3.354724645614624	1.9861540794372559	0.9	1
7.440433025360107	3.908257484436035	6.346487998962402	-0.056769706308841705	1
4.979301929473877	3.3957102298736572	2.6489737033843994	-0.20204345881938934	1
8.323686599731445	3.9	5.199999999999999	-0.16768482327461243	1
6.60388708114624	3.173685312271118	4.945000171661377	-0.4165894091129303	1
3.6999999999999997	3.7702176570892334	1.9679083824157715	0.6503874659538269	1
5.2973833084106445	4.106813907623291	2.3	0.9	1
8.454022407531738	4.7	6.988645076751709	0.16023407876491547	1
